molasses_ton,fermentation_eff,dehydration_eff,atj_eff,energy_input,ethanol_liters,saf_output
218.5430534813131,0.9019081785136218,0.9538162395367118,0.6898948930509583,1188.9541724466933,52825.1615544634,31.350956939873523
477.8214378844623,0.897918187762973,0.9637345117753098,0.6770561782822957,903.4318172630997,115496.66872660855,67.66877951583787
379.3972738151323,0.8525642065806436,0.9200374319033999,0.6432276788939294,1323.4367380128888,91706.0595765907,46.26955792591186
319.3963178886665,0.8841247827626156,0.94998992796856,0.6009696536684566,1167.8697434415449,77202.92099703931,38.96896220416296
120.20838819909643,0.8880195618785857,0.9457396786514999,0.674435883285122,894.3223301341725,29056.185614986338,16.457861874922454
120.1975341512912,0.88988227808969,0.9666264301430617,0.6428438982843364,1377.4028344887242,29053.562027461143,16.065569865081006
76.13762547568976,0.9080172369227332,0.9724869648385008,0.7101912451065803,1111.0192780011923,18403.615681476902,11.541343082992714
439.7792655987208,0.9033602546726878,0.900972541718191,0.6035919397905725,843.739071122993,106301.30028608818,52.22212536149332
320.50175528444396,0.9107905092793445,0.9539215935247034,0.6877241716958686,1176.0997426490403,77470.12193566482,46.28920316438036
368.63266000822045,0.9264883261542127,0.9041468639295783,0.7412211356259097,951.9193442076861,89104.08960150683,55.32537466036467
59.263022433111104,0.9312985738716093,0.9439086932061884,0.6261613900667249,1282.2160711263814,14324.768892746197,7.884839051546588
486.45943347289744,0.9218123076226494,0.9230106183234943,0.6707474236125893,1290.6932441397144,117584.60291255992,67.10558544201935
424.59918836018977,0.9455523695954934,0.9245421279617713,0.6137132987725707,1387.3684135127971,102632.04601439749,55.06311971086767
145.55259980522428,0.8518232582676362,0.9282366802761886,0.6938522868392029,1101.1217186147023,35182.26489885013,19.30185452939293
131.82123524319528,0.8695777985683546,0.9497033959239688,0.6825797520894339,1072.9741278366423,31863.186393275766,17.961352636484374
132.53202943404523,0.8507562874978142,0.9267239972535015,0.6611048286319249,1252.0853632678884,32034.996100175616,16.6974665143772
186.90900933179196,0.9147474714154603,0.9586159240472224,0.6782065532210612,879.4823938051559,45178.73460929229,26.8684059481474
286.140394234507,0.9398030548949986,0.9323621908459095,0.7344861987703515,1128.1493082758745,69164.46124419209,44.51313110333082
